Annotator A ID,Annotator B ID,Parition ID,Corpora ID,Sentence ID,Text,Annotator A Text,Annotator B Text,Length,Error,Alignment Score,Agreement
6,4,1,2,3450,Hi are there any trains from taleehase florida to penn station ny?,Hi are there any trains from taleehase florida to penn station ny?,[Hi] are there any trains from taleehase florida to penn station ny?,66,2,0.9696969697,0
6,4,1,2,3451,"Trying to get from either Trenton NJ or somewhere close by to that to Concord, NH. There are cname- stations in both locations, but do trains not go between the two? Please help!","Trying to get from either Trenton NJ or somewhere close by to that to Concord, NH.[ There are cname- stations in both locations, but do trains not go between the two? Please help!]","Trying to get from either Trenton NJ or somewhere close by to that to Concord, NH. [There are cname- stations in both locations, but do trains not go between the two? ]Please help!",178,12,0.9325842697,1
6,4,1,2,3453,I'm trying to get the cheapest one way ticket from Jackson mississoppi to San antonio texas on December 14 2014 for one adult,I'm trying to get the cheapest one way ticket from Jackson mississoppi to San antonio texas on December 14 2014 for one adult,I'm trying to get the cheapest one way ticket from Jackson mississoppi to San antonio texas on December 14 2014 for one adult,125,0,1,1
6,4,1,2,3454,How many times does the train leave Oklahoma City for Fort Worth Texas each day?,How many times does the train leave Oklahoma City for Fort Worth Texas each day?,How many times does the train leave Oklahoma City for Fort Worth Texas each day?,80,0,1,1
6,4,1,2,3455,"I'm trying to make a round trip reservation, using guest rewards points.","I'm trying to make a round trip reservation, using guest rewards points.","I'm trying to make a round trip reservation, using guest rewards points.",72,0,1,1
6,4,1,2,3456,"i made a reservation for a trip from Raleigh to Charlotte for Nov. 21, but now I would like to take a later train. Can I transfer my reservation","[i made a reservation for a trip from Raleigh to Charlotte for Nov. 21, but now I would like to take a later train. ]Can I transfer my reservation","i made a reservation for a trip from Raleigh to Charlotte for Nov. 21, but now I would like to take a later train. Can I transfer my reservation",144,115,0.2013888889,0
6,4,1,2,3457,hi. i made reservations a month or two ago and can't find the confirmation email. how can I retrieve my reservation and print tickets? thanks,[hi. i made reservations a month or two ago and can't find the confirmation email.] how can I retrieve my reservation and print tickets? [thanks],[hi. ]i made reservations a month or two ago and can't find the confirmation email. how can I retrieve my reservation and print tickets? [thanks],141,77,0.4539007092,1
6,4,1,2,3458,When I purchased tickets for cname- I purchased the insurance then tried to cancel it not sure if I did or not. hard to reach insurance company.,When I purchased tickets for cname- I purchased the insurance then tried to cancel it not sure if I did or not.[ hard to reach insurance company.],When I purchased tickets for cname- I purchased the insurance then tried to cancel it not sure if I did [or not. hard to reach insurance company.],144,6,0.9583333333,1
6,4,1,2,3459,Trying to figure out why my eticket didn't come when I purchase it,Trying to figure out why my eticket didn't come when I purchase it,Trying to figure out why my eticket didn't come when I purchase it,66,0,1,1
6,4,1,2,3460,how many points will it take to travel from Boston Ma to Kissimmee Florida,how many points will it take to travel from Boston Ma to Kissimmee Florida,how many points will it take to travel from Boston Ma to Kissimmee Florida,74,0,1,1
6,4,1,2,3461,"Hi I am looking into pricing for myself, my 2 year old, and my infant to go from Denver to Grand Junction. Just trying to find the best deal possible","Hi I am looking into pricing for myself, my 2 year old, and my infant to go from Denver to Grand Junction. [Just trying to find the best deal possible]","[Hi ]I am looking into pricing for myself, my 2 year old, and my infant to go from Denver to Grand Junction. [Just trying to find] the best deal possible",149,25,0.8322147651,1
6,4,1,2,3462,Where do I get on the bus in riverside heading for cname--,Where do I get on the bus in riverside heading for cname--,Where do I get on the bus in riverside heading for cname--,58,0,1,1
6,4,1,2,3463,"Hi, I looked up the schedule from San Diego to Irvine the first time about one hour ago for 11/24/15 and it showed a train departing San Diego at 12:00 noon. Now I looked it up again and it shows the","Hi, I looked up the schedule from San Diego to Irvine the first time about one hour ago for 11/24/15 and it showed a train departing San Diego at 12:00 noon. Now I looked it up again and it shows the","[Hi, ]I[ looked up the schedule from San Diego to Irvine the first time about one hour ago for 11/24/15 and it showed a train departing San Diego at 12:00 noon. Now I looked it up again and it shows the]",199,198,0.0050251256,0
6,4,1,2,3464,"hello, i am trying to find a train from santa clarita to somewhere near ventura, camarillo or oxnard for tomorrow but an error message keeps popping up","[hello, ]i am trying to find a train from santa clarita to somewhere near ventura, camarillo or oxnard for tomorrow[ but an error message keeps popping up]","[hello,] i am trying to find a train from santa clarita to somewhere near ventura, camarillo or oxnard for tomorrow but an error message keeps popping up",151,38,0.7483443709,1
6,4,1,2,3466,Do you guys run even in the snow? I'm trying to get from Sandusky to Milwaukee tomorrow AM and we are in the middle of a really big snow.,Do you guys run even in the snow? [I'm trying to get from Sandusky to Milwaukee tomorrow AM and we are in the middle of a really big snow.],Do you guys run [even ]in the snow? I'm trying to get from Sandusky to Milwaukee tomorrow AM [and we are in the middle of a really big snow.],137,61,0.5547445255,1
6,4,1,2,3467,How do I find out if a train is on time coming into Redding Ca heading to Portland OR,How do I find out if a train is on time coming into Redding Ca heading to Portland OR,How do I find out if a train is on time coming into Redding Ca heading to Portland OR,85,0,1,1
6,4,1,2,3469,How can I get cname- Rewards credit for a trip that I took this past Wednesday and forgot to give my Rewards number to the ticket agent when I bought the ticket at the station?,How can I get cname- Rewards credit for a trip [that I took this past Wednesday and forgot to give my Rewards number to the ticket agent when I bought the ticket at the station?],How can I get cname- Rewards credit for a trip that I took this past Wednesday and forgot to give my Rewards number to the ticket agent when I bought the ticket at the station?,176,129,0.2670454545,0
6,4,1,2,3470,how much is a one-way ticket leaving november 25 from bakersfield ca. to martinez ca. ?,how much is a one-way ticket leaving november 25 from bakersfield ca. to martinez ca. ?,how much is a one-way ticket leaving november 25 from bakersfield ca. to martinez ca. ?,87,0,1,1
6,4,1,2,3471,"Hi Juie, we are trying to book a seat on the train for our son who wants to travel on 11-24-15 from Solana Beach CA to either Burbank Airport or Union Station but there seams to include a bus ride to","[Hi Juie, ]we are trying to book a seat on the train for our son who wants to travel on 11-24-15 from Solana Beach CA to either Burbank Airport or Union Station [but there seams to include a bus ride to]","[Hi Juie,] we are trying to book a seat on the train for our son who wants to travel on 11-24-15 from Solana Beach CA to either Burbank Airport or Union Station but there seams to include a bus ride[ to]",199,37,0.8140703518,1
6,4,1,2,3472,Im being denied access to the websites for both netflix and hulu. can you resolve this?,Im being denied access to the websites for both netflix and hulu. can you resolve this?,Im being denied access to the websites for both netflix and hulu. can you resolve this?,87,0,1,1
6,4,1,2,3473,"Hi -----, I'm trying to book a roundtrip from EL MI to Chicago. I'm good with the outgoing train, but confused on the returning train. It's showing me a choice of the 350 Wolverine in my preferred t","[Hi -----, ]I'm trying to book a roundtrip from EL MI to Chicago.[ I'm good with the outgoing train, but confused on the returning train. It's showing me a choice of the 350 Wolverine in my preferred t]","[Hi -----,] I'm trying to book a roundtrip from EL MI to Chicago. [I'm good with the outgoing train, but ]confused on the returning train. [It's showing me a choice of the 350 Wolverine in my preferred t]",198,31,0.8434343434,1
6,4,1,2,3474,why aren't there any scdeduled set up for returnts from chatlotte during the thanksgivuing holiday/,why aren't there any scdeduled set up for returnts from chatlotte during the thanksgivuing holiday/,why aren't there any scdeduled set up for returnts from chatlotte during the thanksgivuing holiday/,99,0,1,1
6,4,1,2,3475,I'm having trouble booking a trip. I've tried now twice and I'm not receiving confirmation of trip tickets.??,[I'm having trouble booking a trip. I've tried now twice and ]I'm not receiving confirmation of trip tickets.??,I'm having trouble booking a trip. I've tried now twice and I'm not receiving confirmation of trip tickets.??,109,60,0.4495412844,0
6,4,1,2,3476,"Please, change the used email address on my account from ------------------- to ------------------","Please, change the used email address on my account from ------------------- to ------------------","Please, change the[ used] email address on my account [from ------------------- to ------------------]",98,51,0.4795918367,0
6,4,1,2,3477,How to apply an cname- E voucher to purchase of new reservation,How to apply an cname- E voucher to purchase of new reservation,How to apply an cname- E voucher to purchase of new reservation,63,0,1,1
6,4,1,2,3479,I'd like to sign up for cname- Guest Reward Points. How do I get a member number and password?,I'd like to sign up for cname- Guest Reward Points. [How do I get a member number and password?],I'd like to sign up for cname- Guest Reward Points. How do I get a member number and password?,94,42,0.5531914894,0
6,4,1,2,3480,Does the Northeast regional train from Boston Back Bay station to New York Penn Station make stops in between?,Does the Northeast regional train from Boston Back Bay station to New York Penn Station make stops in between?,Does the Northeast regional train from Boston Back Bay station to New York Penn Station make stops in between?,110,0,1,1
6,4,1,2,3481,Train 774 that left SLO at 6:50 am this morning encountered a problem at Camatillo Do you have a new eta SAN,Train 774 that left SLO at 6:50 am this morning encountered a problem at Camatillo Do you have a new eta SAN,Train 774 that left SLO at 6:50 am this morning encountered a problem at Camatillo Do you have a new eta [SAN],108,3,0.9722222222,0
6,4,1,2,3482,why am i having such a proglem in getting the price of tickets and train schedules?,why am i having such a proglem in getting the price of tickets and train schedules?,why am i having such a proglem in getting the price of tickets and train schedules?,83,0,1,1
6,4,1,2,3483,"HOW MUCH FOR A ONE WAY TICKET FROM GASTONIA, N.C. TO LAFAYETTE IND","HOW MUCH FOR A ONE WAY TICKET FROM GASTONIA, N.C. TO LAFAYETTE IND","HOW MUCH FOR A ONE WAY TICKET FROM GASTONIA, N.C. TO LAFAYETTE IND",66,0,1,1
6,4,1,2,3484,Fare from Phila to Altona on Sunday the 22nd to Thursday the 26th round trip,Fare from Phila to Altona on Sunday the 22nd to Thursday the 26th round trip,Fare from Phila to Altona on Sunday the 22nd to Thursday the 26th round trip,76,0,1,1
6,4,1,2,3486,"If train status has the train arriving an hour late, should I show up an hour before the estimated time of departure?","If train status has the train arriving an hour late, should I show up an hour before the estimated time of departure?","If train status has the train arriving an hour late, should I show up an hour before the estimated time of departure?",117,0,1,1
6,4,1,2,3487,we have a reservation on the 12/18/15 for 3 adults reservation number ###### one of our party is now travelling on the 12/19/15 is it possible to transfer one adult ticket to that day,[we have a reservation on the 12/18/15 for 3 adults reservation number ###### one of our party is now travelling on the 12/19/15 ]is it possible to transfer one adult ticket to that day,we have a reservation on the 12/18/15 for 3 adults [reservation number ###### ]one of our party is now travelling on the 12/19/15 is it possible to transfer one adult ticket to that day,183,101,0.4480874317,1
6,4,1,2,3488,hi I have reservations for November 27th from BWI to New York Penn Station on the regular cname- but would like to change to Acela is that possible?,hi I have reservations for November 27th from BWI to New York Penn Station on the regular cname- but would like to change to Acela [is that possible?],[hi] I have reservations for November 27th from BWI to New York Penn Station on the regular cname- but would like to change to Acela is that possible?,148,19,0.8716216216,1
6,4,1,2,3489,"looking for discount coupons for one day round trip from Holland, MI to Chicago, ILL","looking for discount coupons for one day round trip from Holland, MI to Chicago, ILL","looking for discount coupons for one day round trip from Holland, MI to Chicago, ILL",84,0,1,1
6,4,1,2,3491,How many points will a round trip from Philadelphia 30th station to Penn station in NYC,How many points will a round trip from Philadelphia 30th station to Penn station in NYC,How many points will a round trip from Philadelphia 30th station to Penn station in NYC,87,0,1,1
6,4,1,2,3492,i would like to speak to an agent. Can you give me a phone #,i would like to speak to an agent.[ Can you give me a phone #],i would like to speak to an agent. Can you give me a phone #,60,26,0.5666666667,0
6,4,1,2,3493,how can I make a schedule change for a ticket already bought,how can I make a schedule change for a ticket already bought,how can I make a schedule change for a ticket already bought,60,0,1,1
6,4,1,2,3494,hi i need to cancel reservations i made for ------- ------ but i sont have reservation number my travel days are tue nov 24 from flagstaff az,hi i need to cancel reservations [i made for ------- ------ but i sont have reservation number my travel days are tue nov 24 from flagstaff az],[hi] i need to cancel reservations i made for [------- ------ b]ut i sont have reservation numbe[r my travel days are tue nov 24 from flagstaff ]az,141,46,0.6737588652,1
6,4,1,2,3495,can the multi ride pass be used on the bus as well as the train?,can the multi ride pass be used on the bus as well as the train?,can the multi ride pass be used on the bus as well as the train?,64,0,1,1
6,4,1,2,3496,"When you take the train from Paoli to Elizabethtown, are the stops announced?","When you take the train from Paoli to Elizabethtown, are the stops announced?","When you take the train from Paoli to Elizabethtown, are the stops announced?",77,0,1,1
6,4,1,2,3497,Does cname- allow animals to travel or is there a cargo area for them? Want to take my black lab with us on a trip.,Does cname- allow animals to travel or is there a cargo area for them? [Want to take my black lab with us on a trip.],Does cname- allow animals to travel[ or ]is there a cargo area for them? [Want to take my black lab with us on a trip.],115,4,0.9652173913,1
6,4,1,2,3498,I'm geting the following error when i try to change reservations 01FFINISH OR IGNORE TRANSACTION 5SCH IS REQUIRED FOR E.T.,I'm geting the following error when i try to change reservations 01FFINISH OR IGNORE TRANSACTION 5SCH IS REQUIRED FOR E.T.,I'm geting the following error when i try to change reservations 01FFINISH OR IGNORE TRANSACTION 5SCH IS REQUIRED FOR E.T.,122,0,1,1
6,4,1,2,3500,My guest rewards # is ########## and my email i ------------------- but I don't know my password. Please help.,[My guest rewards # is ########## and my email i ------------------- but ]I don't know my password.[ Please help.],[My guest rewards # is ########## and my email i ------------------- but] I don't know my password. Please help.,110,13,0.8818181818,1
6,4,1,2,3501,I live in Hastings Nebraska & need to go to Denver Colorado on the 8th of January can I get on in Hastings Nebraska?,I live in Hastings Nebraska & need to go to Denver Colorado on the 8th of January [can I get on in Hastings Nebraska?],I live in Hastings Nebraska & need to go to Denver Colorado on the 8th of January can I get on in Hastings Nebraska?,116,34,0.7068965517,0
6,4,1,2,3502,I'd like to book a round trip from nyc Penn Station to 30th Street station Philadelphia on December 5 at 10:00am and returning from Philly at 5:30pm can you help me book this? Thank you so much,I'd like to book a round trip from nyc Penn Station to 30th Street station Philadelphia on December 5 at 10:00am and returning from Philly at 5:30pm[ can you help me book this? Thank you so much],I'd like to book a round trip from nyc Penn Station to 30th Street station Philadelphia on December 5 at 10:00am and returning from Philly at 5:30pm can you help me book this? [Thank you so much],193,26,0.8652849741,1
6,4,1,2,3503,How can I purchase this ticket for Tuesday 11/24 from NCW to BON?,How can I purchase this ticket for Tuesday 11/24 from NCW to BON?,How can I purchase this ticket for Tuesday 11/24 from NCW to BON?,65,0,1,1
6,4,1,2,3504,"hi, i need to add an existing reservation to my new account","hi, i need to add an existing reservation to my new account","[hi, ]i need to add an existing reservation to my new account",59,4,0.9322033898,0
6,4,1,2,3505,Due to illness we need to cancel our trip. How do we do that?,Due to illness we need to cancel our trip.[ How do we do that?],[Due to illness ]we need to cancel our trip. How do we do that?,61,34,0.4426229508,1
6,4,1,2,3506,is the $304 for a round trip ticket from orlando to albuquerque,is the $304 for a round trip ticket from orlando to albuquerque,is the $304 for a round trip ticket from orlando to albuquerque,63,0,1,1
6,4,1,2,3507,The web site will often not let me put a departure date in so that I can not continue booking,The web site will often not let me put a departure date in so that I can not continue booking,The web site will often not let me put a departure date in [so that I can not continue booking],93,34,0.6344086022,0
6,4,1,2,3508,"I took a round trip from Baltimore to Stamford CT on Thursday, 11/19. Whwn will the points be credited to my guest rewards? Thanks, --- -------","[I took a round trip from Baltimore to Stamford CT on Thursday, 11/19. ]Whwn will the points be credited to my guest rewards? [Thanks, --- -------]","I took a round trip from Baltimore to Stamford CT on Thursday, 11/19. Whwn will the points be credited to my guest rewards?[ Thanks, --- ------]-",143,70,0.5104895105,1
6,4,1,2,3509,"I want to cancel the Tuesday depart at 5:14, but keep the sunday depart","I want to cancel the Tuesday depart at 5:14, but keep the sunday depart","I want to cancel the Tuesday depart at 5:14, but keep the sunday depart",71,0,1,1
6,4,1,2,3510,"does the 500 cname-- cascade have a transfer in Seattle if we are traveling to Bellingham, wa?","does the 500 cname-- cascade have a transfer in Seattle if we are traveling to Bellingham, wa?","does the 500 cname-- cascade have a transfer in Seattle if we are traveling to Bellingham, wa?",94,0,1,1
6,4,1,2,3511,"I am seeing my departure, how do I see my return train and book it?","[I am seeing my departure, ]how do I see my return train and book it?","I am seeing my departure, how do I see my return train and book it?",67,26,0.6119402985,0
6,4,1,2,3512,"I want to apply for a job in cname-, Tampa, FL. What is the website? Thanks","I want to apply for a job in cname-, Tampa, FL. [What is the website? Thanks]","I want to apply for a job in cname-, Tampa, FL. What is the website? [Thanks]",75,19,0.7466666667,1
6,4,1,2,3513,are teh Keystone service and the Pennsylvanian tracks in the 30th St. Station in Philadelphia,are teh Keystone service and the Pennsylvanian tracks in the 30th St. Station in Philadelphia,are teh Keystone service and the Pennsylvanian tracks in the 30th St. Station in Philadelphia,93,0,1,1
6,4,1,2,3514,I'm trying to make a reservation and the website won't allow me to ask for senior rates.,I'm trying to make a reservation [and the website won't allow me to ask for senior rates.],I'm trying to make a reservation and the website won't allow me to ask for senior rates.,88,55,0.375,0
6,4,1,2,3515,Just made a RT reservation for 12/15 CVS/DC and filled out payment info then it cancelled my transaction. Do I have to go thru the whole thing again?,Just made a RT reservation for 12/15 CVS/DC and filled out payment info then it cancelled my transaction. [Do I have to go thru the whole thing again?],Just made a RT reservation [for 12/15 CVS/DC and filled out payment info] then it cancelled my transaction. Do I have to go thru the whole thing again?,149,87,0.4161073826,1
6,4,1,2,3516,My screen froze and the time/price I clicked on a minute ago is no longer available.,My screen froze and the time/price I clicked on a minute ago is no longer available.,My screen froze and the time/price I clicked on a minute ago is no longer available.,84,0,1,1
6,4,1,2,3517,I have requested to reset my password 2X now and still have not received an email,I have requested to reset my password 2X now and still have not received an email,I have requested to reset my password 2X now and still have not received an email,81,0,1,1
6,4,1,2,3518,I wanna know what the time is an the price is for a ticket to boston south station on Friday the 27th,I wanna know what the time is an the price is for a ticket to boston south station on Friday the 27th,I wanna know what the time is an the price is for a ticket to boston south station on Friday the 27th,101,0,1,1
6,4,1,2,3519,"Hi I am looking for a train that will go from Pueblo Co to Garden city, ks and I am not understanding the routes and times on the website","Hi I am looking for a train that will go from Pueblo Co to Garden city, ks [and I am not understanding the routes and times on the website]","[Hi ]I am looking for a train that will go from Pueblo Co to Garden city, ks and I am not understanding the routes and times [on the website]",137,50,0.6350364964,1
6,4,1,2,3520,What time does the train depart from Anaheim going t o Needles California?,What time does the train depart from Anaheim going t o Needles California?,What time does the train depart from Anaheim going t o Needles California?,74,0,1,1
6,4,1,2,3521,I did not use my tickets on Saturday for my return trip. May I get a refund?,[I did not use my tickets on Saturday for my return trip.] May I get a refund?,I did not use my tickets on Saturday for my return trip. May I get a refund?,76,56,0.2631578947,0
6,4,1,2,3522,"hi, we are planning to go to roseville,ca from pleasanton, ca. is there a way to help me","hi, we are planning to go to roseville,ca from pleasanton, ca.[ is there a way to help me]","[hi,] we are planning to go to roseville,ca from pleasanton, ca. is there a way to help me",88,29,0.6704545455,1
6,4,1,2,3523,I need a receipt from an Octber 2015 reservation. how can I obtain? I have the reservation number.,I need a receipt from an Octber 2015 reservation. [how can I obtain? I have the reservation number.],I need a receipt from an Octber 2015 reservation. how can I obtain? [I have the reservation number.],98,16,0.8367346939,1
6,4,1,2,3524,"I'm in Grass Valley, CA and I'm trying to get to the Reno, NV airport","I'm in Grass Valley, CA and I'm trying to get to the Reno, NV airport","I'm in Grass Valley, CA and I'm trying to get to the Reno, NV airport",69,0,1,1
6,4,1,2,3526,Our son is graduating from college and loves trains. Is it possible to buy a gift certificate for cname- to anywhere for him?,[Our son is graduating from college and loves trains.] Is it possible to buy a gift certificate for cname- to anywhere for him?,[Our son is graduating from college and loves trains. ]Is it possible to buy a gift certificate for cname- to anywhere for him?,125,0,1,1
6,4,1,2,3527,I purchased tickets through my travel agent and would like to receive a print out of the ticket. Can I do that through you?,[I purchased tickets through my travel agent and] would like to receive a print out of the ticket. [Can I do that through you?],I purchased tickets through my travel agent and would like to receive a print out of the ticket. Can I do that through you?,123,73,0.406504065,0
6,4,1,2,3528,I bought 2 train tickets on Friday Nov 20 from Newark Liberty Airport to NYC Penn Station and did not use them.,I bought 2 train tickets on Friday Nov 20 from Newark Liberty Airport to NYC Penn Station and did not use them.,I bought 2 train tickets on Friday Nov 20 from Newark Liberty Airport to NYC Penn Station and did not use them.,111,0,1,1
6,4,1,2,3529,I want to print my upcoming ticket. The refrence # is ------ and my email address is ----------------------------,I want to print my upcoming ticket.[ The refrence # is ------ and my email address is ----------------------------],I want to print my upcoming ticket. [The refrence # is ------ and my email address is ----------------------------],113,0,1,1
6,4,1,2,3530,"How much for a round trip ticket from wilson,nc to wilmington,de from december 4 to december 11","How much for a round trip ticket from wilson,nc to wilmington,de from december 4 to december 11","How much for a round trip ticket from wilson,nc to wilmington,de from december 4 to december 11",95,0,1,1
6,4,1,2,3531,I need to speak with customer service about getting a trip for a 14 year old. Do you have a contact phone number?,I need to speak with customer service [about getting a trip for a 14 year old. Do you have a contact phone number?],I need to speak with customer service [about getting a trip for a 14 year old.] Do you have a contact phone number?,113,35,0.6902654867,1
6,4,1,2,3533,"do you have a phone number, for customer service questions, regarding a future planned trip, from jacksonville, florida to milwaukee, wisconsin","do you have a phone number, for customer service[ questions, regarding a future planned trip, from jacksonville, florida to milwaukee, wisconsin]","do you have a phone number, for customer service questions, regarding a future planned trip, from jacksonville, florida to milwaukee, wisconsin",143,95,0.3356643357,0
6,4,1,2,3534,"If someone needs a ride to Davis from the Sacramento Greyhound station, how can they get to cname-?","If someone needs a ride to Davis from the Sacramento Greyhound station, how can they get to cname-?","If someone needs a ride to Davis from the Sacramento Greyhound station, how can they get to cname-?",99,0,1,1
6,4,1,2,3535,"having trouble with my card, what number can i order tickets on the phone","[having trouble with my card, ]what number can i order tickets on the phone","[having trouble with my card], what number can i order tickets on the phone",73,0,1,1
6,4,1,2,3536,What is the departure time for train 14 from San Luis Obispo ?,What is the departure time for train 14 from San Luis Obispo ?,What is the departure time for train 14 from San Luis Obispo ?,62,0,1,1
6,4,1,2,3537,I can't get my password to log in. It never comes into my inbox. I've checked the spam filter.,I can't get my password to log in. [It never comes into my inbox. I've checked the spam filter.],I can't get my password to log in. [It never comes into my inbox. I've checked the spam filter.],94,0,1,1
6,4,1,2,3538,what is the best phone number for me to call a representative,what is the best phone number for me to call a representative,what is the best phone number for me to call a representative,61,0,1,1
6,4,1,2,3539,I'm checking to see if there are any trains that depart from Washington DC to New york City where you can check baggage. One-way trip.,I'm checking to see if there are any trains that depart from Washington DC to New york City where you can check baggage. One-way trip.,I'm checking to see if there are any trains that depart from Washington DC to New york City where you can check baggage. One-way trip.,134,0,1,1
6,4,1,2,3540,"What time today did the Lake Shore Limited arrive in Schenectady, NY?","What time today did the Lake Shore Limited arrive in Schenectady, NY?","What time today did the Lake Shore Limited arrive in Schenectady, NY?",69,0,1,1
6,4,1,2,3541,who long does it take for money to be refunded from a canceled ticket to clear,who long does it take for money to be refunded from a canceled ticket to clear,who long does it take for money to be refunded from a canceled ticket [to clear],78,8,0.8974358974,0
6,4,1,2,3542,Can I board a train at a different station with the same ticket?,Can I board a train at a different station with the same ticket?,Can I board a train at a different station with the same ticket?,64,0,1,1
6,4,1,2,3543,Hi! I am traveling Coach on Wednesday. Can I upgrade to a,[Hi! I am traveling Coach on Wednesday.] Can I upgrade to a,[Hi! ]I am traveling Coach on Wednesday. Can I upgrade [to a],57,38,0.3333333333,1
6,4,1,2,3544,Can I upgrade my reservation tonight to a sleeping accommodation? Reservation #------,Can I upgrade my reservation tonight to a sleeping accommodation? [Reservation #------],Can I upgrade my reservation tonight to a sleeping accommodation? [Reservation #------],85,0,1,1
6,4,1,2,3545,I have a 1:35PM departure from San Luis Obispo. What time should I be at the station before?,[I have a 1:35PM departure from San Luis Obispo.] What time should I be at the station before?,I have a 1:35PM departure from San Luis Obispo. What time should I be at the station before?,92,47,0.4891304348,0
6,4,1,2,3546,I booked a ticket from Métro Park NJ to Boston. Can I get on at Penn Station NYC (several stops) closer to Boston without modifying ticket?,[I booked a ticket from Métro Park NJ to Boston.] Can I get on at Penn Station NYC (several stops) closer to Boston without modifying ticket?,I booked a ticket from Métro Park NJ to Boston. Can I get on at Penn Station NYC (several stops) closer to Boston without modifying ticket?,139,47,0.6618705036,0
6,4,1,2,3547,How much is it to extend my stay if i already paid for my ticket?,How much is it to extend my stay if i already paid for my ticket?,How much is it to extend my stay [if i already paid for my ticket?],65,32,0.5076923077,0
6,4,1,2,3548,"I keep getting a spurious error message ID 108A saying ""cannot find train service matching your request"", which of course is not true, I travel this route routinely. What is the problem?","I keep getting a spurious error message ID 108A [saying ""cannot find train service matching your request"", which of course is not true, I travel this route routinely. What is the problem?]","I keep getting a spurious error message ID 108A saying ""cannot find train service matching your request"", which [of course ]is not true, I travel this route routinely. What is the problem?",186,127,0.3172043011,1
6,4,1,2,3549,i need to make a reservation but im not paying for it now . online will not allow that do i have to call,i need to make a reservation but im not paying for it now[ . online will not allow that do i have to call],i need to make a reservation but im not paying for it now .[ online will not allow that ]do i have to call,104,17,0.8365384615,1
6,4,1,2,3550,I'm a student at the Culinary Institute of America. I need to bring my knife kit home for thanksgiving break. I was wondering if there was any way I could bring it with me,[I'm a student at the Culinary Institute of America. ]I need to bring my knife kit home for thanksgiving break[. I was wondering if there was any way I could bring it with me],[I'm a student at the Culinary Institute of America. ]I need to bring my knife kit home for thanksgiving break. I was wondering if there was any way I could bring it with me,171,63,0.6315789474,1
6,4,1,2,3551,Hi ----- I am at a station where the ticket office is closed an I don't have a credit card on me. It is a regional train. Can i pay cash?,[Hi ----- I am at a station where the ticket office is closed an I don't have a credit card on me. It is a regional train. ]Can i pay cash?,[Hi ----- ]I am at a station where the ticket office is closed an I don't have a credit card on me. It is a regional train. Can i pay cash?,137,113,0.1751824818,1
6,4,1,2,3552,I purchased tickets online and did not receive an email to confirm transaction...,I purchased tickets online and did not receive an email to confirm transaction...,I purchased tickets online and did not receive an email to confirm transaction...,81,0,1,1
6,4,1,2,3553,I purchased tickets on the website and we got disconnected. I need to know if it went through?,I purchased tickets on the website and we got disconnected.[ I need to know if it went through?],I purchased tickets on the website and we got disconnected. I need to know if it went through?,94,35,0.6276595745,0
6,4,1,2,3554,My mother is traveling on cname- tomorrow leaving from greenwood Mississippi. If she does not have access to a printer to print her ticket what are her options.,[My mother is traveling on cname- tomorrow leaving from greenwood Mississippi. If ]she does not have access to a printer [to print her ticket what are her options.],My mother is traveling on cname- tomorrow leaving from greenwood Mississippi. [If ]she does not have access to a printer to print her ticket what are her options.,160,117,0.26875,1
6,4,1,2,3555,can you determine if a roomette is on upper or lower level? Booked into room ### on car #### for train ## tomorrow,can you determine if a roomette is on upper or lower level? [Booked into room ### on car #### for train ## tomorrow],can you determine if a roomette is on upper or lower level? [Booked into room ### on car #### for train ## tomorrow],114,0,1,1
6,4,1,2,3556,do i need to buy a ticket for my 3 year old,do i need to buy a ticket for my 3 year old,do i need to buy a ticket for my 3 year old,43,0,1,1
6,4,1,2,3557,What is the status of train #1143 departing pvd on 11/26/15 at 5.55 a.m. for nyp arrival at 9:20 a.m.?,What is the status of train #1143 departing pvd on 11/26/15 at 5.55 a.m. for nyp arrival at 9:20 a.m.?,What is the status of train #1143 departing pvd on 11/26/15 at 5.55 a.m. for nyp arrival at 9:20 a.m.?,102,0,1,1
6,4,1,2,3558,I want to bring my cats on the train. Do I need to buy them a ticket?,I want to bring my cats on the train. [Do I need to buy them a ticket?],I want to bring my cats on the train. Do I need to buy them a ticket?,69,31,0.5507246377,0
6,4,1,2,3559,"I made a reservation last night to go from Emeryville to Reno on Feb 5, 2016. I tried to pay with my credit card but the message on my other computer says to wait ""while your bank authenticates this""","[I made a reservation last night to go from Emeryville to Reno on Feb 5, 2016. I tried to pay with my credit card but ]the message on my other computer says to wait ""while your bank authenticates this""","I made a reservation last night to go from Emeryville to Reno on Feb 5, 2016. I tried to pay with my credit card but the message on my other computer says to wait ""while your bank authenticates this""",199,117,0.4120603015,0
6,4,1,2,3560,I received a gift certificate last Christmas (December 2014) but have not yet used it to purchase a ticket. It looks like it expires after one year. Can I extend the expiration date by a year?,[I received a gift certificate last Christmas (December 2014) but have not yet used it to purchase a ticket. It looks like it expires after one year.] Can I extend the expiration date by a year?,I received a gift certificate last Christmas (December 2014) but have not yet used it to purchase a ticket. It looks like it expires after one year. Can I extend the expiration date by a year?,192,148,0.2291666667,0
